Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
102301,CPE12000SG,TLR001023730,6/20/22 4:00,102301,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
102300,CPE12300,21140000512,6/20/22 4:00,102300,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
102299,CPE12000SG,TLR001052745,6/20/22 4:00,102299,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
102298,CPE12000SG,TLR001023657,6/20/22 4:00,102298,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
102297,CPE12000SG,TLR001024874,6/20/22 4:00,102297,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
102296,CPE12000SG,TLR001052382,6/20/22 4:00,102296,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
102295,CPE12000SG,TLR001021183,6/20/22 4:00,102295,WLTGG-122,1.001E+12,192.168.203.16,4070089,2,8.8,-108,-110.9,-101.6,-101.9,15.1,13.9,21.2,21.9,-10,-10,-9.6,-9.5,-72,,,,,605
102294,CPE12000SG,TLR001052985,6/20/22 4:00,102294,WLTGG-122,1.001E+12,192.168.203.38,1309906,1,-999999,-102.7,-100.9,-99.2,-102.3,20.9,20,23,21.4,-9.2,-9.1,-9.5,-9.6,-68,,,,,371
102293,CPE12000SG,TLR001024707,6/20/22 4:00,102293,WLTGG-122,1.001E+12,192.168.203.17,4093246,1,7.8,-106.1,-103.6,-105.7,-109.1,19.8,21.1,18.8,17.7,-12.5,-11.2,-12.1,-13.2,-74,,,,,195
102292,CPE12000SG,TLR001061848,6/20/22 4:00,102292,WLTGG-122,1.001E+12,192.168.203.37,3487901,2,-5.1,-83.9,-81.1,-77.7,-78.6,17.5,19.6,22.4,19.8,-9.4,-9.5,-9.3,-9.3,-49,,,,,605
102291,CPE12000SG,TLR001052281,6/20/22 4:00,102291,WLTGG-122,1.001E+12,192.168.203.25,1945703,1,-9.1,-82.8,-80.5,-82.8,-85,26,23.8,22.1,24.3,-8.8,-9.4,-9.3,-8.9,-46,,,,,371
102269,CPE12000SG,TLR001024748,6/20/22 4:00,102269,WLTGG-122,1.001E+12,192.168.203.12,659625,2,-999999,-116.3,-109.9,-107.9,-110.3,8.2,15.6,16.9,14.1,-10.9,-9.5,-9.4,-9.7,-79,,,,,605
102290,CPE12000SG,TLR001052770,6/20/22 4:00,102290,WLTGG-122,1.001E+12,192.168.203.43,3859247,2,9.6,-107.7,-100.5,-98,-100.6,11.2,15.4,17,17.7,-9.8,-9.3,-9.5,-9.6,-69,,,,,605
102289,CPE12000SG,TLR001052687,6/20/22 4:00,102289,WLTGG-122,1.001E+12,192.168.203.34,4093241,1,4.7,-93,-95.6,-93.6,-94.4,22.5,20.1,19.9,22.6,-14,-14.3,-14.2,-14,-61,,,,,488
102288,CPE12000SG,TLR001062014,6/20/22 4:00,102288,WLTGG-122,1.001E+12,192.168.203.39,1450822,2,7.4,-101.2,-102.3,-91.1,-92.6,13.4,11.8,20.6,21.2,-10,-10.5,-9.6,-9.5,-62,,,,,605
102287,CPE12300,21140007371,6/20/22 4:00,102287,CPE12300XG,1.001E+12,192.168.203.33,4093244,1,8.7,-109.5,-109.4,0,0,15.3,10.6,0,0,-9.8,-9.8,0,0,-78,-80,-79.9,0,0,488
102286,CPE12000SG,TLR001052550,6/20/22 4:00,102286,WLTGG-122,1.001E+12,192.168.203.35,4070090,2,23,-107.5,-111.5,-112.9,-109.6,15.9,10.6,8.1,12.1,-9.4,-10.5,-10.9,-10.5,-78,,,,,488
102264,CPE12000SG,TLR001048674,6/20/22 4:00,102264,WLTGG-122,1.001E+12,192.168.203.11,4098763,1,-999999,-104.3,-101.7,-100.7,-102.5,17.5,16.2,17.8,17.1,-9.5,-9.7,-9.2,-9.3,-70,,,,,195
102285,CPE12000SG,TLR001052354,6/20/22 4:00,102285,WLTGG-122,1.001E+12,192.168.203.22,4070088,3,-999999,-99.2,-100,-98,-96.9,9.9,8.3,8.8,15,-9.9,-10,-9.9,-9.3,-68,,,,,488
102284,CPE12000SG,TLR001061822,6/20/22 4:00,102284,WLTGG-122,1.001E+12,192.168.203.36,3487907,2,-999999,-81.3,-80,-81.2,-84,19.8,22,21.4,19.6,-9.4,-9.4,-9.3,-9.4,-51,,,,,605
102283,CPE12000SG,TLR001052912,6/20/22 4:00,102283,WLTGG-122,1.001E+12,192.168.203.29,4070089,3,-999999,-106.4,-98.3,-98.4,-108.3,14.4,18.8,15.6,12.1,-9.1,-8.8,-9.1,-9.5,-70,,,,,488
102282,CPE12000SG,TLR001052247,6/20/22 4:00,102282,WLTGG-122,1.001E+12,192.168.203.28,4098763,2,-999999,-90.9,-89.5,-91.7,-94.6,20.2,20.4,18.5,17.8,-9.5,-9.4,-9.6,-9.6,-60,,,,,195
102281,CPE12000SG,TLR001052312,6/20/22 4:00,102281,WLTGG-122,1.001E+12,192.168.203.24,738082,2,11.4,-112.2,-113.4,-112,-116.3,15.3,14.4,14.6,11.6,-9.7,-9.2,-9.5,-9.7,-83,,,,,605
102280,CPE12000SG,TLR001024549,6/20/22 4:00,102280,WLTGG-122,1.001E+12,192.168.203.19,4098763,1,-999999,-88,-92.5,-91.9,-94.9,19.7,19.8,19.2,15.9,-9.1,-9.3,-9.3,-9.2,-57,,,,,195
102279,CPE12000SG,TLR001052983,6/20/22 4:00,102279,WLTGG-122,1.001E+12,192.168.203.27,205073,1,-5.1,-87,-90.8,-89.6,-87.3,17.6,16.5,16.6,16.4,-9.6,-9.1,-8.8,-9.6,-53,,,,,195
102278,CPE12000SG,TLR001025025,6/20/22 4:00,102278,WLTGG-122,1.001E+12,192.168.203.14,1525209,1,3.9,-95.6,-93.6,-97.5,-96.3,25.2,23.9,19.5,22.5,-9.4,-9.1,-9.5,-8.8,-63,,,,,371
102277,CPE12000SG,TLR001024016,6/20/22 4:00,102277,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
102276,CPE12000SG,TLR001052420,6/20/22 4:00,102276,WLTGG-122,1.001E+12,192.168.203.23,144978,1,8.4,-104.8,-105.7,-102,-103.2,20.5,20.5,23.5,23,-9.2,-8.8,-8.8,-8.8,-74,,,,,605
102275,CPE12300,21140003126,6/20/22 4:00,102275,CPE12300HG,1.001E+12,192.168.203.44,4092646,1,7.9,-101.7,-101.5,-99.8,-102.5,24.1,23.1,23.8,22.5,-9,-9,-9.1,-9.2,-68,-72.6,-72.3,-70.6,-73.3,371
102271,CPE12000SG,TLR001062295,6/20/22 4:00,102271,WLTGG-122,1.001E+12,192.168.203.26,4070089,3,4.6,-98.3,-94.2,-93,-99.4,20.7,19.9,23.2,19.4,-8.7,-8.8,-8.9,-9.2,-63,,,,,605
102270,CPE12000SG,TLR001052820,6/20/22 4:00,102270,WLTGG-122,1.001E+12,192.168.203.46,4070088,2,8.4,-99.7,-95.6,-90.8,-93.2,8.8,14,18.8,15.6,-11.3,-10.3,-9.8,-9.9,-61,,,,,371
102322,CPE12000SG,TLR001061822,6/20/22 5:00,102322,WLTGG-122,1.001E+12,192.168.203.36,3491507,2,-5.1,-81.5,-80.1,-81.3,-84.3,17.7,19.9,19.2,17.2,-9.5,-9.5,-9.3,-9.4,-51,,,,,605
102309,CPE12000SG,TLR001062295,6/20/22 5:00,102309,WLTGG-122,1.001E+12,192.168.203.26,4073689,3,6.6,-99.5,-95.3,-93.3,-100.5,15.3,11,15.4,15.1,-8.7,-9.1,-9,-9.3,-65,,,,,605
102310,CPE12000SG,TLR001023930,6/20/22 5:00,102310,WLTGG-122,1.001E+12,192.168.203.18,4096840,2,-999999,-98.7,-100.2,-99.1,-101,18.9,16.1,16.8,18.8,-9.9,-10.2,-10,-9.6,-69,,,,,488
102311,CPE12000SG,TLR001052332,6/20/22 5:00,102311,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
102312,CPE12000SG,TLR001023697,6/20/22 5:00,102312,WLTGG-122,1.001E+12,192.168.203.10,4073688,2,7.6,-98.8,-96.8,-101.1,-104.3,21.2,22.8,17.6,17.4,-9.3,-9.2,-9.4,-9.5,-68,,,,,605
102313,CPE12300,21140003126,6/20/22 5:00,102313,CPE12300HG,1.001E+12,192.168.203.44,4096246,1,6.4,-101.9,-101.9,-100.7,-102.9,23.8,22.6,23.6,22.3,-9.1,-9.1,-9.1,-9.2,-69,-73.1,-73.1,-71.8,-73.8,371
102314,CPE12000SG,TLR001052420,6/20/22 5:00,102314,WLTGG-122,1.001E+12,192.168.203.23,148578,1,6.5,-105.6,-106.7,-102.9,-103.9,20,19.4,22.5,22.1,-12.8,-13.3,-12.5,-13.8,-75,,,,,605
102315,CPE12000SG,TLR001024016,6/20/22 5:00,102315,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
102316,CPE12000SG,TLR001025025,6/20/22 5:00,102316,WLTGG-122,1.001E+12,192.168.203.14,1528809,1,1.9,-95.1,-93.4,-96.6,-96.6,24.3,24.1,20.1,21.7,-12.2,-10.6,-11.3,-11.6,-64,,,,,371
102317,CPE12000SG,TLR001052983,6/20/22 5:00,102317,WLTGG-122,1.001E+12,192.168.203.27,208674,1,-4.1,-87.1,-91,-89.7,-87.7,17.8,16.4,16.8,16.1,-9.5,-9.1,-9,-9.6,-54,,,,,195
102318,CPE12000SG,TLR001024549,6/20/22 5:00,102318,WLTGG-122,1.001E+12,192.168.203.19,4102363,1,-999999,-88.2,-92.4,-91.5,-93.7,19.5,19.5,19,16.1,-13.8,-14.6,-14,-13.9,-59,,,,,195
102319,CPE12000SG,TLR001052312,6/20/22 5:00,102319,WLTGG-122,1.001E+12,192.168.203.24,741683,2,7.3,-113.4,-112.6,-111,-117.5,14.4,14.9,15.5,10,-9.8,-9.6,-9.6,-9.9,-78,,,,,605
102320,CPE12000SG,TLR001052247,6/20/22 5:00,102320,WLTGG-122,1.001E+12,192.168.203.28,4102363,2,3.9,-91.4,-89.7,-91.9,-95.1,19.8,19.9,18.4,17.3,-12.3,-14.7,-14.1,-12.6,-60,,,,,195
102321,CPE12000SG,TLR001052912,6/20/22 5:00,102321,WLTGG-122,1.001E+12,192.168.203.29,4073689,3,-999999,-107.3,-99.4,-99.9,-107.4,17.2,21.7,18.5,16.2,-9,-8.6,-8.9,-9.1,-71,,,,,488
102323,CPE12000SG,TLR001052354,6/20/22 5:00,102323,WLTGG-122,1.001E+12,192.168.203.22,4073688,3,-999999,-99.3,-100.7,-98.1,-96.8,11,6.4,6.6,18,-9.6,-10,-10,-9.3,-68,,,,,488
102324,CPE12000SG,TLR001052550,6/20/22 5:00,102324,WLTGG-122,1.001E+12,192.168.203.35,4073695,2,23,-107.8,-111.4,-112.2,-110.2,15.7,10.8,9.1,11.8,-9.4,-10.3,-10.5,-10.2,-78,,,,,488
102325,CPE12300,21140007371,6/20/22 5:00,102325,CPE12300XG,1.001E+12,192.168.203.33,4096844,1,8.7,-110,-109.3,0,0,15.1,10.7,0,0,-9.8,-9.7,0,0,-80,-80.5,-79.9,0,0,488
102332,CPE12000SG,TLR001052985,6/20/22 5:00,102332,WLTGG-122,1.001E+12,192.168.203.38,1313506,1,-999999,-103.1,-102.2,-99.4,-102.9,20.7,20.4,22,20.4,-9.1,-9,-9.3,-9.7,-66,,,,,371
102331,CPE12000SG,TLR001024707,6/20/22 5:00,102331,WLTGG-122,1.001E+12,192.168.203.17,4096845,1,-999999,-105.8,-103.4,-105.7,-109.2,20.1,21.8,19.4,17.5,-10.2,-10.9,-10.8,-12,-74,,,,,195
102330,CPE12000SG,TLR001061848,6/20/22 5:00,102330,WLTGG-122,1.001E+12,192.168.203.37,3491501,2,-7.1,-84.1,-81.2,-77.8,-78.9,17.3,19.4,22.2,19.5,-9.5,-9.6,-9.4,-9.5,-47,,,,,605
102329,CPE12000SG,TLR001052281,6/20/22 5:00,102329,WLTGG-122,1.001E+12,192.168.203.25,1949303,1,-8.1,-83,-80.7,-82.9,-84.9,25.6,23.3,21.9,24.4,-8.6,-9.3,-9.1,-8.7,-52,,,,,371
102308,CPE12000SG,TLR001052820,6/20/22 5:00,102308,WLTGG-122,1.001E+12,192.168.203.46,4073688,2,-999999,-99.8,-95.9,-91.5,-93.4,9,13.8,18.5,15.8,-11.5,-10.7,-9.9,-10.8,-62,,,,,371
102328,CPE12000SG,TLR001052770,6/20/22 5:00,102328,WLTGG-122,1.001E+12,192.168.203.43,3862847,2,9.7,-108.2,-100.4,-98.4,-101,10.8,15.5,16.9,17.7,-10.1,-9.4,-9.6,-9.6,-68,,,,,605
102327,CPE12000SG,TLR001052687,6/20/22 5:00,102327,WLTGG-122,1.001E+12,192.168.203.34,4096841,1,0.9,-93.3,-95.8,-93.7,-94.6,23,20.6,20.9,23.4,-9.8,-9,-9.2,-9.8,-60,,,,,488
102326,CPE12000SG,TLR001062014,6/20/22 5:00,102326,WLTGG-122,1.001E+12,192.168.203.39,1454422,2,8.9,-100.8,-101.8,-91.1,-92.6,13.9,12.2,20.4,21,-10,-10.7,-9.8,-9.5,-62,,,,,605
102339,CPE12000SG,TLR001023730,6/20/22 5:00,102339,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
102338,CPE12300,21140000512,6/20/22 5:00,102338,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
102337,CPE12000SG,TLR001052745,6/20/22 5:00,102337,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
102306,CPE12000SG,TLR001052427,6/20/22 5:00,102306,WLTGG-122,1.001E+12,192.168.203.42,1677369,2,-999999,-102.3,-103,-108.2,-112,22.7,21.7,14.4,13.9,-9.2,-9.4,-9.8,-9.1,-73,,,,,605
102336,CPE12000SG,TLR001023657,6/20/22 5:00,102336,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
102335,CPE12000SG,TLR001024874,6/20/22 5:00,102335,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
102334,CPE12000SG,TLR001052382,6/20/22 5:00,102334,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
102307,CPE12000SG,TLR001024748,6/20/22 5:00,102307,WLTGG-122,1.001E+12,192.168.203.12,663225,2,21.7,-117.3,-110.1,-108.2,-111.3,7.4,15.6,16.3,14.1,-11.1,-9.6,-9.3,-9.8,-77,,,,,605
102333,CPE12000SG,TLR001021183,6/20/22 5:00,102333,WLTGG-122,1.001E+12,192.168.203.16,4073689,2,9.7,-108.1,-111,-102.1,-102.6,15.1,13.7,21.3,21.7,-10,-10,-9.7,-9.6,-73,,,,,605
102303,CPE9000,GMK180819003927,6/20/22 5:00,102303,WLTMS-110,1.001E+12,192.168.203.31,4073678,2,15,-117,-115,,,6,9,,,-10,,,,,,,,,781
102302,CPE12000SG,TLR001048674,6/20/22 5:00,102302,WLTGG-122,1.001E+12,192.168.203.11,4102363,1,-999999,-105.2,-103,-104.1,-106.3,15.5,15,14.7,13.7,-11.1,-13,-12.2,-12,-71,,,,,195
102304,CPE12000SG,TLR001021226,6/20/22 5:00,102304,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
102305,CPE12000SG,TLR001052293,6/20/22 5:00,102305,WLTGG-122,1.001E+12,192.168.203.40,385558,2,-6.1,-83.1,-81.3,-82.6,-85.6,20.9,22.9,22.7,21.3,-9.4,-9.4,-9.6,-9.5,-52,,,,,488
102370,CPE12000SG,TLR001052985,6/20/22 6:00,102370,WLTGG-122,1.001E+12,192.168.203.38,1317106,1,-999999,-103.6,-102.1,-99.6,-102.3,20.3,20.2,22.4,21.1,-9.1,-9,-9.4,-9.5,-66,,,,,371
102377,CPE12000SG,TLR001023730,6/20/22 6:00,102377,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
102376,CPE12300,21140000512,6/20/22 6:00,102376,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
102375,CPE12000SG,TLR001052745,6/20/22 6:00,102375,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
102374,CPE12000SG,TLR001023657,6/20/22 6:00,102374,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
102373,CPE12000SG,TLR001024874,6/20/22 6:00,102373,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
102372,CPE12000SG,TLR001052382,6/20/22 6:00,102372,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
102371,CPE12000SG,TLR001021183,6/20/22 6:00,102371,WLTGG-122,1.001E+12,192.168.203.16,4077289,2,7.6,-107.6,-109.5,-101.4,-101.7,15.3,14.2,21.4,22.1,-9.9,-9.9,-9.5,-9.3,-72,,,,,605
102369,CPE12000SG,TLR001024707,6/20/22 6:00,102369,WLTGG-122,1.001E+12,192.168.203.17,4100446,1,7.4,-105.4,-103.7,-105.3,-108.9,20.2,21.3,19.5,18.3,-9.5,-9.5,-9.5,-9.7,-72,,,,,195
102368,CPE12000SG,TLR001061848,6/20/22 6:00,102368,WLTGG-122,1.001E+12,192.168.203.37,3495100,2,-999999,-84.2,-81.4,-77.9,-79,17.3,19.4,22.3,19.5,-9.3,-9.5,-9.4,-9.4,-49,,,,,605
102367,CPE12000SG,TLR001052281,6/20/22 6:00,102367,WLTGG-122,1.001E+12,192.168.203.25,1952903,1,-9.1,-83.2,-80.8,-83.5,-85,24.9,22.9,21.6,23.6,-8.7,-9.3,-9.1,-8.6,-50,,,,,371
102366,CPE12000SG,TLR001052770,6/20/22 6:00,102366,WLTGG-122,1.001E+12,192.168.203.43,3866447,2,-999999,-108.5,-100.9,-98.4,-101,10.5,14.9,16.6,17.6,-10.1,-9.5,-9.7,-9.6,-69,,,,,605
102365,CPE12000SG,TLR001052687,6/20/22 6:00,102365,WLTGG-122,1.001E+12,192.168.203.34,4100441,1,0.9,-93.3,-95.6,-93.9,-94.7,22.7,20.6,20.4,22.9,-9.4,-8.6,-8.7,-9.5,-64,,,,,488
102364,CPE12000SG,TLR001062014,6/20/22 6:00,102364,WLTGG-122,1.001E+12,192.168.203.39,1458022,2,-999999,-99.8,-101.3,-90.8,-92.4,14.8,12.6,21.1,21.9,-10,-10.5,-9.8,-9.4,-61,,,,,605
102363,CPE12300,21140007371,6/20/22 6:00,102363,CPE12300XG,1.001E+12,192.168.203.33,4100444,1,8.8,-110.2,-109.6,0,0,15,10.7,0,0,-12.9,-12.1,0,0,-80,-77.2,-77.5,0,0,488
102362,CPE12000SG,TLR001052550,6/20/22 6:00,102362,WLTGG-122,1.001E+12,192.168.203.35,4077291,2,23,-108.5,-111.5,-112.1,-110.4,15,10.6,9.3,11.4,-9.4,-10.5,-10.4,-10.2,-79,,,,,488
102361,CPE12000SG,TLR001052354,6/20/22 6:00,102361,WLTGG-122,1.001E+12,192.168.203.22,4077288,3,-999999,-99.4,-100.6,-98.4,-97,17.6,15.1,15.9,22,-9.3,-9.3,-9.2,-9.3,-67,,,,,488
102360,CPE12000SG,TLR001061822,6/20/22 6:00,102360,WLTGG-122,1.001E+12,192.168.203.36,3495107,2,-999999,-81.4,-80,-81.4,-84.3,19.9,22.2,21.4,19.5,-9.4,-9.5,-9.4,-9.4,-51,,,,,605
102359,CPE12000SG,TLR001052912,6/20/22 6:00,102359,WLTGG-122,1.001E+12,192.168.203.29,4077290,3,-999999,-106.9,-100,-100.1,-107.3,14.4,15.8,11.7,12.1,-9,-8.7,-8.8,-9.1,-70,,,,,488
102358,CPE12000SG,TLR001052247,6/20/22 6:00,102358,WLTGG-122,1.001E+12,192.168.203.28,4105963,2,5.9,-91.4,-89.7,-92,-95,20.1,20.5,18.6,17.7,-9.3,-9.4,-9.5,-9.5,-61,,,,,195
102357,CPE12000SG,TLR001052312,6/20/22 6:00,102357,WLTGG-122,1.001E+12,192.168.203.24,745282,2,9.4,-111.6,-113.7,-110.1,-116,15.3,12.8,15.4,10.9,-9.6,-9.4,-9.4,-9.5,-81,,,,,605
102356,CPE12000SG,TLR001024549,6/20/22 6:00,102356,WLTGG-122,1.001E+12,192.168.203.19,4105963,1,-999999,-88.2,-92.6,-91.5,-93.6,19.8,19.1,18.9,16.3,-9.1,-9.3,-9.3,-9,-58,,,,,195
102355,CPE12000SG,TLR001052983,6/20/22 6:00,102355,WLTGG-122,1.001E+12,192.168.203.27,212273,1,-5.1,-87.4,-91.3,-90,-87.9,17.5,16.2,16.7,16.3,-9.8,-9.6,-9.1,-9.9,-54,,,,,195
102354,CPE12000SG,TLR001025025,6/20/22 6:00,102354,WLTGG-122,1.001E+12,192.168.203.14,1532409,1,9,-96,-93.9,-97.7,-96.5,23.7,23.3,18.8,21.8,-14.1,-14,-14.3,-13.7,-63,,,,,371
102353,CPE12000SG,TLR001024016,6/20/22 6:00,102353,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
102352,CPE12000SG,TLR001052420,6/20/22 6:00,102352,WLTGG-122,1.001E+12,192.168.203.23,152178,1,7.8,-105.8,-107,-103.1,-103.9,20.2,19.7,22.9,22.9,-9.1,-8.8,-8.7,-8.9,-72,,,,,605
102351,CPE12300,21140003126,6/20/22 6:00,102351,CPE12300HG,1.001E+12,192.168.203.44,4099847,1,7.6,-101.6,-101.2,-100.1,-102.6,23.6,22.8,23.7,22.2,-10.6,-11.7,-11.5,-11.6,-70,-71.1,-69.5,-68.6,-71,371
102350,CPE12000SG,TLR001023697,6/20/22 6:00,102350,WLTGG-122,1.001E+12,192.168.203.10,4077288,2,8.9,-98.9,-97,-101,-104.4,21.3,22.7,18,17.1,-9.4,-9.3,-9.4,-9.3,-67,,,,,605
102349,CPE12000SG,TLR001052332,6/20/22 6:00,102349,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
102348,CPE12000SG,TLR001023930,6/20/22 6:00,102348,WLTGG-122,1.001E+12,192.168.203.18,4100441,2,8.9,-98.6,-100,-99.3,-101.2,18.9,16.5,16.8,18.8,-10,-10.2,-10,-9.8,-69,,,,,488
102347,CPE12000SG,TLR001062295,6/20/22 6:00,102347,WLTGG-122,1.001E+12,192.168.203.26,4077290,3,6.6,-99.6,-94.9,-93.5,-102.2,20.4,19.6,23.8,18.2,-8.7,-9,-9,-9.2,-65,,,,,605
102346,CPE12000SG,TLR001052820,6/20/22 6:00,102346,WLTGG-122,1.001E+12,192.168.203.46,4077289,2,7.8,-99.3,-95.5,-91.1,-93,9.5,14.3,19.1,16.5,-10.9,-10.3,-9.8,-9.8,-62,,,,,371
102345,CPE12000SG,TLR001024748,6/20/22 6:00,102345,WLTGG-122,1.001E+12,192.168.203.12,666825,2,17.2,-116.7,-110.2,-108.5,-112,7.7,15.4,16.3,13.3,-11,-9.7,-9.5,-9.9,-79,,,,,605
102344,CPE12000SG,TLR001052427,6/20/22 6:00,102344,WLTGG-122,1.001E+12,192.168.203.42,1680968,2,-999999,-102.6,-103.3,-108,-111.8,22.7,21.9,14.9,14.1,-9.1,-9.3,-9.8,-9.4,-74,,,,,605
102343,CPE12000SG,TLR001052293,6/20/22 6:00,102343,WLTGG-122,1.001E+12,192.168.203.40,389158,2,-4.1,-83.1,-81.3,-82.5,-85.7,21,22.7,22.8,21.5,-9.2,-9.4,-9.4,-9.1,-52,,,,,488
102342,CPE12000SG,TLR001021226,6/20/22 6:00,102342,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
102341,CPE9000,GMK180819003927,6/20/22 6:00,102341,WLTMS-110,1.001E+12,192.168.203.31,4077278,2,17,-119,-116,,,5,9,,,-10,,,,,,,,,781
102340,CPE12000SG,TLR001048674,6/20/22 6:00,102340,WLTGG-122,1.001E+12,192.168.203.11,4105963,1,7.9,-103.6,-103,-105.9,-107,16.1,15,12.7,12.7,-9.4,-9.5,-9.4,-9.5,-72,,,,,195
102415,CPE12000SG,TLR001023730,6/20/22 7:00,102415,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
102378,CPE12000SG,TLR001048674,6/20/22 7:00,102378,WLTGG-122,1.001E+12,192.168.203.11,4109563,1,8.8,-104.6,-104.4,-105.5,-106,15.8,14.1,13.6,14,-9.5,-9.6,-9.4,-9.4,-72,,,,,195
102379,CPE9000,GMK180819003927,6/20/22 7:00,102379,WLTMS-110,1.001E+12,192.168.203.31,4080879,2,20,-118,-118,,,6,7,,,-12,,,,,,,,,781
102380,CPE12000SG,TLR001021226,6/20/22 7:00,102380,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
102381,CPE12000SG,TLR001052293,6/20/22 7:00,102381,WLTGG-122,1.001E+12,192.168.203.40,392758,2,-3.1,-83,-81.3,-82.4,-85.2,21,22.8,22.8,21.7,-9.4,-9.3,-9.4,-9.2,-52,,,,,488
102382,CPE12000SG,TLR001052427,6/20/22 7:00,102382,WLTGG-122,1.001E+12,192.168.203.42,1684568,2,-999999,-102.6,-103.4,-107.6,-111.7,22.5,21.7,15.4,14.4,-9.1,-9.3,-9.7,-9.5,-74,,,,,605
102383,CPE12000SG,TLR001024748,6/20/22 7:00,102383,WLTGG-122,1.001E+12,192.168.203.12,670425,2,-999999,-115.4,-110.1,-108.3,-112.1,9.2,15.7,16.4,13.5,-10.7,-9.6,-9.7,-10,-79,,,,,605
102384,CPE12000SG,TLR001052820,6/20/22 7:00,102384,WLTGG-122,1.001E+12,192.168.203.46,4080888,2,-999999,-98.8,-95,-90.9,-92.7,9.6,14.7,19.3,16.5,-11,-10.4,-9.8,-9.8,-61,,,,,371
102385,CPE12000SG,TLR001062295,6/20/22 7:00,102385,WLTGG-122,1.001E+12,192.168.203.26,4080889,3,-999999,-102.2,-95.2,-95,-106.3,16.9,13.5,17.7,10.6,-8.4,-8.8,-8.9,-9.4,-66,,,,,605
102386,CPE12000SG,TLR001023930,6/20/22 7:00,102386,WLTGG-122,1.001E+12,192.168.203.18,4104041,2,-999999,-98.5,-99.8,-98.8,-101.1,18.9,16.2,17.2,19.2,-9.9,-10.1,-9.9,-9.7,-69,,,,,488
102387,CPE12000SG,TLR001052332,6/20/22 7:00,102387,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
102388,CPE12000SG,TLR001023697,6/20/22 7:00,102388,WLTGG-122,1.001E+12,192.168.203.10,4080889,2,7.5,-98.7,-97,-100.7,-104.4,21.4,22.9,17.6,17.2,-9.3,-9.3,-9.3,-9.4,-68,,,,,605
102389,CPE12300,21140003126,6/20/22 7:00,102389,CPE12300HG,1.001E+12,192.168.203.44,4103446,1,9.9,-101.4,-101.3,-100.7,-102.8,23.8,23.1,23.6,22.2,-8.9,-9,-9.1,-9.1,-72,-71.6,-71.6,-70.8,-72.7,371
102390,CPE12000SG,TLR001052420,6/20/22 7:00,102390,WLTGG-122,1.001E+12,192.168.203.23,155778,1,8.8,-105.7,-106.8,-102.8,-103.1,20.3,19.7,23.2,23.1,-9,-8.9,-8.8,-9,-70,,,,,605
102391,CPE12000SG,TLR001024016,6/20/22 7:00,102391,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
